SCHOOL_YEAR,DATA_LEVEL,PUBLIC_OR_INDEPENDENT,DISTRICT_NUMBER,DISTRICT_NAME,SCHOOL_NUMBER,SCHOOL_NAME,SURVEY_TOPIC,QUESTION_LABEL_LONG_DESCR,SURVEY_QUESTION,GRADE_GROUP_DESCRIPTION,NON_EXCLUDED_RESPONSES,MANY_OR_ALL_RESPONSES,MANY_OR_ALL_PCT
2010/2011,SCHOOL LEVEL,BC Public School,33,Chilliwack,3333043,GW Graham Middle Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,23,21,91
2010/2011,SCHOOL LEVEL,BC Public School,33,Chilliwack,3333043,GW Graham Middle Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,22,14,64
2010/2011,SCHOOL LEVEL,BC Public School,33,Chilliwack,3333043,GW Graham Middle Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,23,19,83
2010/2011,SCHOOL LEVEL,BC Public School,33,Chilliwack,3333043,GW Graham Middle Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,22,16,73
2010/2011,SCHOOL LEVEL,BC Public School,34,Abbotsford,3434022,Abbotsford Collegiate,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,32,23,72
2010/2011,SCHOOL LEVEL,BC Public School,34,Abbotsford,3434022,Abbotsford Collegiate,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,31,24,77
2010/2011,SCHOOL LEVEL,BC Public School,34,Abbotsford,3434022,Abbotsford Collegiate,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,32,23,72
2010/2011,SCHOOL LEVEL,BC Public School,34,Abbotsford,3434022,Abbotsford Collegiate,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,31,20,65
2010/2011,SCHOOL LEVEL,BC Public School,34,Abbotsford,3434038,Yale Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,17,13,76
2010/2011,SCHOOL LEVEL,BC Public School,34,Abbotsford,3434038,Yale Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,18,10,56
2010/2011,SCHOOL LEVEL,BC Public School,34,Abbotsford,3434038,Yale Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,16,11,69
2010/2011,SCHOOL LEVEL,BC Public School,34,Abbotsford,3434038,Yale Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,15,9,60
2010/2011,SCHOOL LEVEL,BC Public School,34,Abbotsford,3434041,W J Mouat Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,29,22,76
2010/2011,SCHOOL LEVEL,BC Public School,34,Abbotsford,3434041,W J Mouat Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,28,16,57
2010/2011,SCHOOL LEVEL,BC Public School,34,Abbotsford,3434041,W J Mouat Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,29,26,90
2010/2011,SCHOOL LEVEL,BC Public School,34,Abbotsford,3434041,W J Mouat Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,28,24,86
2010/2011,SCHOOL LEVEL,BC Public School,34,Abbotsford,3434052,Rick Hansen Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,28,19,68
2010/2011,SCHOOL LEVEL,BC Public School,34,Abbotsford,3434052,Rick Hansen Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,27,17,63
2010/2011,SCHOOL LEVEL,BC Public School,34,Abbotsford,3434052,Rick Hansen Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,27,19,70
2010/2011,SCHOOL LEVEL,BC Public School,34,Abbotsford,3434052,Rick Hansen Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,27,18,67
2010/2011,SCHOOL LEVEL,BC Public School,34,Abbotsford,3434054,Robert Bateman Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,13,10,77
2010/2011,SCHOOL LEVEL,BC Public School,34,Abbotsford,3434054,Robert Bateman Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,12,9,75
2010/2011,SCHOOL LEVEL,BC Public School,34,Abbotsford,3434054,Robert Bateman Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,13,8,62
2010/2011,SCHOOL LEVEL,BC Public School,34,Abbotsford,3434054,Robert Bateman Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,13,6,46
2010/2011,SCHOOL LEVEL,BC Public School,34,Abbotsford,3434061,Abbotsford Traditional Senior Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,34,Abbotsford,3434061,Abbotsford Traditional Senior Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,34,Abbotsford,3434061,Abbotsford Traditional Senior Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,34,Abbotsford,3434061,Abbotsford Traditional Senior Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,34,Abbotsford,3434062,ASIA - Sumas,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,34,Abbotsford,3434062,ASIA - Sumas,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,34,Abbotsford,3434062,ASIA - Sumas,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,34,Abbotsford,3434062,ASIA - Sumas,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,35,Langley,3535019,Langley Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,51,39,76
2010/2011,SCHOOL LEVEL,BC Public School,35,Langley,3535019,Langley Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,50,29,58
2010/2011,SCHOOL LEVEL,BC Public School,35,Langley,3535019,Langley Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,48,36,75
2010/2011,SCHOOL LEVEL,BC Public School,35,Langley,3535019,Langley Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,51,30,59
2010/2011,SCHOOL LEVEL,BC Public School,35,Langley,3535020,Aldergrove Community Secondary School,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,35,Langley,3535020,Aldergrove Community Secondary School,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,35,Langley,3535020,Aldergrove Community Secondary School,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,35,Langley,3535020,Aldergrove Community Secondary School,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,35,Langley,3535034,D W Poppy Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,15,8,53
2010/2011,SCHOOL LEVEL,BC Public School,35,Langley,3535034,D W Poppy Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,15,8,53
2010/2011,SCHOOL LEVEL,BC Public School,35,Langley,3535034,D W Poppy Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,15,7,47
2010/2011,SCHOOL LEVEL,BC Public School,35,Langley,3535034,D W Poppy Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,15,8,53
2010/2011,SCHOOL LEVEL,BC Public School,35,Langley,3535036,Brookswood Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,16,11,69
2010/2011,SCHOOL LEVEL,BC Public School,35,Langley,3535036,Brookswood Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,15,8,53
2010/2011,SCHOOL LEVEL,BC Public School,35,Langley,3535036,Brookswood Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,16,9,56
2010/2011,SCHOOL LEVEL,BC Public School,35,Langley,3535036,Brookswood Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,15,11,73
2010/2011,SCHOOL LEVEL,BC Public School,35,Langley,3535041,R E Mountain Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,15,9,60
2010/2011,SCHOOL LEVEL,BC Public School,35,Langley,3535041,R E Mountain Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,15,9,60
2010/2011,SCHOOL LEVEL,BC Public School,35,Langley,3535041,R E Mountain Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,15,5,33
2010/2011,SCHOOL LEVEL,BC Public School,35,Langley,3535041,R E Mountain Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,15,5,33
2010/2011,SCHOOL LEVEL,BC Public School,35,Langley,3535056,Langley Fundamental Middle/Secondary Sch,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,35,Langley,3535056,Langley Fundamental Middle/Secondary Sch,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,35,Langley,3535056,Langley Fundamental Middle/Secondary Sch,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,Msk,Msk,Msk
